company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised,country,date_added
Paper,"Montreal, Non-U.S.",81,2024-08-16,0.45,Education,https://betakit.com/phil-cutler-removed-as-paper-ceo-startup-reportedly-cuts-staff-by-45-percent/,Series D,389,Canada,2024-08-28
GoPro,SF Bay Area,139,2024-08-19,0.15,Consumer,https://www.reuters.com/technology/gopro-cut-15-workforce-restructuring-push-2024-08-19/,Post-IPO,288,United States,2024-08-21
Five9,SF Bay Area,190,2024-08-20,0.07,Support,https://www.crn.com/news/cloud/2024/five9-plans-7-percent-workforce-layoffs,Post-IPO,862,United States,2024-08-21
Redfin,Seattle,82,2024-08-22,0.02,Real Estate,https://www.seattletimes.com/business/real-estate/redfin-lays-off-dozens-amid-changes-to-agent-pay-sluggish-market/,Post-IPO,320,United States,2024-08-28
Tome Biosciences,Boston,131,2024-08-26,1,Healthcare,https://www.biopharmadive.com/news/tome-biosciences-layoffs-startup-strategic-options/725214/,Series A,213,United States,2024-08-28
Brave,SF Bay Area,27,2024-08-28,0.14,Consumer,https://techcrunch.com/2024/08/28/brave-lays-off-27-employees/,Series B,42,United States,2024-08-28
Character.ai,SF Bay Area,6,2024-08-29,0.05,AI,https://www.theinformation.com/briefings/character-ai-lays-off-at-least-5-of-its-staff,Series A,150,United States,2024-09-01
Dunzo,"Bengaluru, Non-U.S.",150,2024-08-31,0.75,Food,https://inc42.com/buzz/dunzo-fires-150-more-employees-amid-funding-woes/,Unknown,458,India,2024-09-01
ChargePoint,SF Bay Area,250,2024-09-04,0.15,Manufacturing,https://www.marketwatch.com/story/chargepoint-to-cut-15-of-workforce-7cebef74,Unknown,1400,United States,2024-09-06
Lyft,SF Bay Area,30,2024-09-04,0.01,Transportation,https://www.cnbc.com/2024/09/04/lyft-layoffs.html,Post-IPO,4900,United States,2024-09-04
Goop,Los Angeles,39,2024-09-06,0.18,Retail,https://www.businessinsider.com/gwyneth-paltrow-goop-lays-off-staff-refocuses-on-beauty-food-2024-9,Unknown,75,United States,2024-09-06
Center,Seattle,8,2024-09-07,0.04,Finance,https://www.geekwire.com/2024/corporate-expense-software-startup-center-lays-off-workers/,Series C,102,United States,2024-10-01
WeTransfer,"Amsterdam, Non-U.S.",260,2024-09-08,0.75,Other,https://techcrunch.com/2024/09/08/bending-spoons-plans-to-lay-off-75-of-wetransfer-staff-after-acquisition/,Acquired,64,Netherlands,2024-09-09
CarTrawler,"Dublin, Non-U.S.",40,2024-09-19,0.1,Transportation,https://www.businesspost.ie/tech-news/cartrawler-to-cut-10-of-workforce-amid-strategic-shift-but-new-roles-will-follow/,Acquired,,Ireland,2024-09-21
Healthy.io,"Tel Aviv, Non-U.S.",40,2024-09-22,0.3,Healthcare,https://www.calcalistech.com/ctechnews/article/rkbihy060,Series D,185,Israel,2024-09-24
Northvolt,"Stockholm, Non-U.S.",1600,2024-09-23,0.2,Energy,https://www.cnbc.com/2024/09/23/battery-giant-northvolt-to-cut-25percent-of-swedish-workforce-in-cost-cutting-drive.html,Unknown,13800,Sweden,2024-09-26
Drata,San Diego,40,2024-09-26,0.09,Security,https://techcrunch.com/2024/09/26/security-compliance-unicorn-drata-lays-off-9-of-its-workforce/,Series C,328,United States,2024-09-26
Marin Software,SF Bay Area,27,2024-09-30,0.26,Marketing,https://www.businesswire.com/news/home/20241031446878/en/Marin-Software-Announces-Third-Quarter-2024-Financial-Results,Post-IPO,99,United States,2025-04-16
Vendease,"Lagos, Non-U.S.",68,2024-09-30,0.2,Food,https://techcabal.com/2025/02/19/vendease-second-layoffs/,Series A,43,Nigeria,2025-02-21
Tome,SF Bay Area,12,2024-10-02,0.31,Sales,https://www.theinformation.com/briefings/early-generative-ai-startup-leader-tome-lays-of-31-of-staff,Series B,75,United States,2024-10-02
Eaze,SF Bay Area,500,2024-10-07,1,Consumer,https://www.sfgate.com/cannabis/article/eaze-california-layoffs-19820734.php,Series D,202,United States,2024-10-07
PubMatic,SF Bay Area,12,2024-10-07,0.01,Marketing,https://www.businessinsider.com/adtech-company-pubmatic-layoffs-staff-reductions-2024-10,Post-IPO,63,United States,2024-10-07
BeepKart,"Bengaluru, Non-U.S.",130,2024-10-08,0.4,Retail,https://inc42.com/buzz/exclusive-beepkart-fires-130-employees-in-5-months-to-cut-costs-halves-store-count/,Series A,19,India,2024-10-09
CareerBuilder + Monster,Chicago,200,2024-10-10,0.15,Recruiting,https://aimgroup.com/2024/10/10/200-laid-off-at-new-careerbuilder-monster-staff-cut-of-15-hits-all-departments-levels/,Acquired,,United States,2024-10-11
Nikola,Phoenix,130,2024-10-11,0.15,Transportation,https://finance.yahoo.com/news/numbers-nikola-150000920.html,Post-IPO,3300,United States,2024-10-17
Coursera,SF Bay Area,150,2024-10-25,0.1,Education,https://www.classcentral.com/report/cousera-layoffs-2024/,Post-IPO,458,United States,2024-10-31
ConsenSys,New York City,163,2024-10-29,0.2,Crypto,https://decrypt.co/288832/ethereum-giant-consensys-layoffs-eth-slump,Series D,726,United States,2024-10-30
F5,Seattle,100,2024-10-29,0.02,Security,https://www.geekwire.com/2024/f5-confirms-new-round-of-job-cuts-continuing-annual-pattern-of-workforce-reductions/,Post-IPO,,United States,2024-10-30
Dropbox,SF Bay Area,527,2024-10-30,0.2,Other,https://techcrunch.com/2024/10/30/dropbox-is-laying-off-20-of-its-staff/,Post-IPO,1700,United States,2024-10-30
Kraken,SF Bay Area,400,2024-10-30,0.15,Crypto,https://www.nytimes.com/2024/10/30/technology/kraken-cryptocurrency-layoff-ceo.html,Unknown,134,United States,2024-10-31
Miro,SF Bay Area,275,2024-10-30,0.18,Other,https://www.theinformation.com/articles/productivity-startup-miro-to-lay-off-roughly-18-of-staff,Series C,476,United States,2024-10-30
Maven Clinic,New York City,60,2024-11-01,0.1,Healthcare,https://endpts.com/maven-clinic-cuts-10-of-workforce-weeks-after-raising-125m/,Series F,417,United States,2024-11-02
Atera,"Tel Aviv, Non-U.S.",20,2024-11-03,0.06,Other,https://www.calcalistech.com/ctechnews/article/byvtjavbyg,Series B,102,Israel,2024-11-04
Incredibuild,"Tel Aviv, Non-U.S.",18,2024-11-04,0.11,Product,https://www.calcalistech.com/ctechnews/article/1ifvf95ra,Acquired,35,Israel,2024-11-06
iRobot,Boston,105,2024-11-06,0.16,Consumer,https://techcrunch.com/2024/11/06/irobot-lays-off-another-105-employees/,Post-IPO,30,United States,2024-11-07
Outreach,Seattle,67,2024-11-06,0.09,Sales,https://www.geekwire.com/2024/outreach-cuts-9-of-workforce-in-latest-layoffs-at-seattle-sales-automation-startup/,Series G,489,United States,2024-11-07
Akamai,Boston,250,2024-11-07,0.02,Security,https://www.bizjournals.com/boston/news/2024/11/07/akamai-layoffs-2024.html,Post-IPO,35,United States,2024-11-08
Freshworks,SF Bay Area,660,2024-11-07,0.13,Support,https://entrackr.com/news/freshworks-announces-13-layoffs-400-mn-stock-buyback-and-q3-results-7561767,Post-IPO,484,United States,2024-11-07
Just Eat,"Amsterdam, Non-U.S.",300,2024-11-07,0.02,Food,https://www.dailymail.co.uk/news/article-14048375/just-eat-job-cuts-redundancies.html,Acquired,129,Netherlands,2024-11-08
Opendoor,SF Bay Area,300,2024-11-07,0.17,Real Estate,https://investor.opendoor.com/static-files/b720864a-b9b8-4286-a2f0-d35abb057f17,Post-IPO,1900,United States,2024-11-08
Personio,"Munich, Non-U.S.",115,2024-11-07,0.06,HR,https://www.businessinsider.de/gruenderszene/business/neue-entlassungswelle-bei-personio-115-leute-muessen-gehen/,Series E,724,Germany,2024-11-07
Monarch Tractor,SF Bay Area,35,2024-11-08,0.1,Other,https://techcrunch.com/2024/11/08/monarch-tractor-lays-off-10-in-restructuring-towards-software-and-licensing-av-tech/,Unknown,214,United States,2024-11-09
23andMe,SF Bay Area,200,2024-11-11,0.4,Healthcare,https://www.wsj.com/tech/biotech/23andme-to-cut-workforce-by-40-discontinues-therapeutics-pipeline-8c818729,Post-IPO,1100,United States,2024-11-12
Enphase Energy,SF Bay Area,500,2024-11-11,0.17,Energy,https://www.sfgate.com/tech/article/enphase-energy-layoffs-workers-solar-19907535.php,Post-IPO,116,United States,2024-11-12
Chegg,SF Bay Area,319,2024-11-12,0.21,Education,https://www.wsj.com/livecoverage/stock-market-today-dow-sp500-nasdaq-live-11-12-2024/card/online-education-company-chegg-to-lay-off-staff-as-ai-tools-weigh-on-revenue-targets-qYYbTOKMAe8OblSEyLUD,Post-IPO,227,United States,2024-11-13
Forward,SF Bay Area,200,2024-11-12,1,Healthcare,https://www.theinformation.com/articles/forward-startup-behind-doctor-in-box-healthcare-modules-to-shut-down,Series E,325,United States,2024-11-13
Lyra Health,SF Bay Area,77,2024-11-12,0.02,Healthcare,https://www.fiercehealthcare.com/digital-health/lyra-lays-2-workforce-amid-restructuring-impacting-non-clinicians,Series F,910,United States,2024-11-21
AMD,SF Bay Area,1000,2024-11-13,0.04,Hardware,https://www.techopedia.com/news/amd-layoffs-amid-mixed-earnings-and-intel-merger-speculation,Post-IPO,,United States,2024-11-13
TrueLayer,"London, Non-U.S.",71,2024-11-15,0.25,Finance,https://www.cityam.com/former-fintech-unicorn-truelayer-laid-off-a-quarter-of-staff-in-one-day/,Series E,321,United Kingdom,2024-11-21
LinkedIn,SF Bay Area,202,2024-11-21,0.01,Recruiting,https://www.theinformation.com/briefings/linkedin-lays-off-200-employees,Acquired,154,United States,2024-11-24
AlphaSense,New York City,150,2024-11-27,0.08,Other,https://news.bloomberglaw.com/daily-labor-report/market-research-firm-alphasense-cut-150-jobs-in-restructuring,Series F,1400,United States,2024-11-28
SolarEdge,"Tel Aviv, Non-U.S.",500,2024-11-27,0.12,Energy,https://www.reuters.com/business/energy/inverter-maker-solaredge-reduce-12-its-workforce-2024-11-27/,Post-IPO,155,Israel,2025-01-08
Skai,"Tel Aviv, Non-U.S.",80,2024-12-03,0.14,Marketing,https://www.calcalistech.com/ctechnews/article/bjorbhhmyg,Series E,60,Israel,2024-12-11
Stash,New York City,88,2024-12-04,0.4,Finance,https://fortune.com/2024/12/04/stash-fintech-layoffs-ceo-departure-acquisition/,Unknown,480,United States,2024-12-07
Circle,Boston,50,2024-12-05,0.06,Crypto,https://www.coindesk.com/business/2024/12/05/usdc-issuer-circle-makes-layoffs-as-part-of-operations-review-bloomberg,Private Equity,1100,United States,2024-12-07
Carousell,"Singapore, Non-U.S.",76,2024-12-06,0.07,Retail,https://www.channelnewsasia.com/singapore/carousell-layoffs-december-2024-76-roles-strategic-market-resources-4791261,Unknown,375,Singapore,2024-12-07
Bluevine,"Tel Aviv, Non-U.S.",100,2024-12-10,0.18,Finance,https://www.calcalistech.com/ctechnews/article/bkfccpr4kx,Unknown,769,Israel,2024-12-11
Calendly,Atlanta,70,2024-12-11,0.13,Other,https://finance.yahoo.com/news/read-memo-calendlys-ceo-sent-133038639.html,Series B,351,United States,2024-12-13
Foundry,Rochester,74,2024-12-11,0.27,Crypto,https://coingeek.com/foundry-lays-off-staff-as-marathon-hive-expand/,Subsidiary,,United States,2024-12-13
Lilium,"Munich, Non-U.S.",1000,2024-12-23,1,Aerospace,https://techcrunch.com/2024/12/23/electric-aircraft-startup-lilium-ceases-operations-1000-workers-laid-off/,Post-IPO,1400,Germany,2024-12-28
Bench,"Vancouver, Non-U.S.",450,2024-12-27,1,Finance,https://techcrunch.com/2024/12/27/bench-shuts-down-leaving-thousands-of-businesses-without-access-to-accounting-and-tax-docs/,Series C,109,Canada,2024-12-28
Altruist,SF Bay Area,37,2025-01-07,0.1,Finance,https://riabiz.com/a/2025/1/7/altruist-lays-off-10-of-its-staff-despite-300-revenue-jump-to-get-best-possible-people-as-aggressive-hiring-continues-says-ceo,Series E,449,United States,2025-01-08
Pandion,Seattle,63,2025-01-10,1,Logistics,https://www.geekwire.com/2025/heavily-funded-pandion-delivery-startup-closes-abruptly-in-latest-logistics-industry-fallout/,Series B,76,United States,2025-01-12
Wayfair,"Berlin, Non-U.S.",730,2025-01-10,0.03,Retail,https://www.cnbc.com/2025/01/10/wayfair-to-exit-germany-cut-730-jobs-in-latest-layoffs.html,Post-IPO,1700,Germany,2025-01-12
ShareChat,"Bengaluru, Non-U.S.",27,2025-01-15,0.05,Marketing,https://entrackr.com/news/sharechat-cuts-5-jobs-as-part-of-performance-review-cycle-8623795,Series D,222,India,2025-01-16
Chrono24,"Karlsruhe, Non-U.S.",110,2025-01-16,0.24,Retail,https://usa.watchpro.com/chrono24-reboot-begins-with-one-in-four-workers-cut/,Series C,205,Germany,2025-01-17
Unbabel,"Lisbon, Non-U.S.",66,2025-01-20,0.25,Support,https://observador.pt/2025/01/20/unbabel-reduz-equipa-tecnologica-portuguesa-fala-processo-de-reestruturacao-em-curso/,Series C,91,Portugal,2025-01-29
Stripe,SF Bay Area,300,2025-01-21,0.03,Finance,https://www.businessinsider.com/stripe-layoffs-staff-payments-memo-2025-1,Series I,8700,United States,2025-01-21
Aurora Labs,"Tel Aviv, Non-U.S.",45,2025-01-27,0.6,Transportation,https://www.calcalistech.com/ctechnews/article/rjh2d64ukx,Series C,97,Israel,2025-12-08
Placer.ai,SF Bay Area,150,2025-01-29,0.18,Data,https://www.calcalistech.com/ctechnews/article/sj6ptuddye,Unknown,267,United States,2025-01-30
Salesforce,SF Bay Area,1000,2025-02-03,0.01,Sales,https://finance.yahoo.com/news/salesforce-cut-1-000-roles-002028643.html,Post-IPO,65,United States,2025-02-04
AppsFlyer,SF Bay Area,100,2025-02-04,0.07,Data,https://www.calcalistech.com/ctechnews/article/hjfbxkkt1e,Unknown,293,United States,2025-02-04
Cruise,SF Bay Area,1000,2025-02-04,0.5,Transportation,https://techcrunch.com/2025/02/04/cruise-to-slash-workforce-by-50-after-gm-cuts-funding-to-robotaxi-operations/,Acquired,15000,United States,2025-02-04
Innoviz,"Tel Aviv, Non-U.S.",40,2025-02-04,0.09,Transportation,https://www.calcalistech.com/ctechnews/article/hydnmjjkjx,Post-IPO,547,Israel,2025-12-08
Okta,SF Bay Area,180,2025-02-04,0.03,Security,https://techcrunch.com/2025/02/04/okta-lays-off-180-employees-nearly-one-year-after-last-workforce-reduction/,Post-IPO,1200,United States,2025-02-04
Hugging Face,New York City,10,2025-02-05,0.04,AI,https://www.theinformation.com/briefings/hugging-face-lays-off-4-of-staff,Series D,395,United States,2025-02-06
Sonos,Santa Barbara,200,2025-02-05,0.12,Consumer,https://www.theverge.com/news/607022/sonos-february-layoffs-app-problems,Post-IPO,455,United States,2025-02-05
Tabnine,"Tel Aviv, Non-U.S.",15,2025-02-05,0.18,AI,https://www.calcalistech.com/ctechnews/article/h1jlmiek1l,Series B,57,Israel,2025-02-06
Workday,SF Bay Area,1750,2025-02-05,0.08,HR,https://www.cnbc.com/2025/02/05/workday-to-cut-1750-jobs-in-ai-push.html,Post-IPO,230,United States,2025-02-05
Sprinklr,New York City,500,2025-02-06,0.15,Support,https://techcrunch.com/2025/02/06/sprinklr-cuts-500-employees-citing-underwhelming-business-performance/,Post-IPO,429,United States,2025-02-08
MessageBird,"Amsterdam, Non-U.S.",120,2025-02-10,0.33,Other,https://techcrunch.com/2025/02/10/bird-cuts-120-jobs-as-part-of-strategic-realignment/,Series C,1100,Netherlands,2025-02-11
Meta,SF Bay Area,3600,2025-02-10,0.05,Consumer,https://finance.yahoo.com/news/mark-zuckerberg-warned-employees-prepare-174916671.html,Post-IPO,26000,United States,2025-01-16
Zepz,"London, Non-U.S.",200,2025-02-12,0.2,Finance,https://www.cnbc.com/2025/02/12/fintech-unicorn-zepz-to-lay-off-200-employees-sources-say.html,Series E,700,United Kingdom,2025-02-12
Blue Origin,Seattle,1000,2025-02-13,0.1,Aerospace,https://www.cnn.com/2025/02/13/science/blue-origin-employee-layoffs/index.html,Unknown,167,United States,2025-02-15
Logically,"Manchester, Non-U.S.",40,2025-02-17,0.2,AI,https://sifted.eu/articles/anti-misinformation-startup-logically-lays-off-dozens-in-global-cost-cutting-drive,Series A,37,United Kingdom,2025-02-18
Vendease,"Lagos, Non-U.S.",120,2025-02-19,0.44,Food,https://techcabal.com/2025/02/19/vendease-second-layoffs/,Series A,43,Nigeria,2025-02-21
SeatGeek,New York City,150,2025-02-20,0.15,Consumer,https://www.theticketingbusiness.com/2025/02/20/seatgeek-to-slash-headcount-by-15-outgoing-employees-claim/,Series E,400,United States,2025-02-21
Ibotta,Denver,70,2025-02-22,0.08,Retail,https://coloradosun.com/2025/02/22/fired-federal-workers-eligible-colorado-unemployment-benefits/#h-other-working-bits,Post-IPO,93,United States,2025-02-24
Skybox Security,SF Bay Area,300,2025-02-24,1,Security,https://www.calcalistech.com/ctechnews/article/s1wi4rc5yl,Private Equity,335,United States,2025-02-26
Autodesk,SF Bay Area,1350,2025-02-27,0.09,Other,https://www.cnbc.com/2025/02/27/autodesk-says-it-will-cut-1350-employees.html,Post-IPO,,United States,2025-02-28
Digimarc,Portland,90,2025-02-27,0.4,Other,https://www.oregonlive.com/silicon-forest/2025/02/digimarc-shares-plunge-as-oregon-company-lays-off-40-of-its-staff.html,Post-IPO,105,United States,2025-03-05
Grubhub,SF Bay Area,500,2025-02-28,0.23,Food,https://www.reuters.com/technology/food-delivery-company-grubhub-lay-off-500-positions-2025-02-28/,Acquired,284,United States,2025-03-01
HP,SF Bay Area,4000,2025-02-28,0.1,Hardware,https://www.sfchronicle.com/tech/article/hp-job-cuts-tariff-concerns-20193141.php,Post-IPO,,United States,2025-11-27
LiveRamp,SF Bay Area,65,2025-03-05,0.05,Marketing,https://www.benzinga.com/news/guidance/25/03/44189581/saas-company-liveramp-lays-off-5-of-full-time-workforce-amid-strategic-restructuring,Post-IPO,16,United States,2025-03-07
Hewlett Packard Enterprise,SF Bay Area,2500,2025-03-06,0.05,Hardware,https://www.cnbc.com/2025/03/06/hewlett-packard-enterprise-hpe-q1-earnings-report-2025.html,Post-IPO,1400,United States,2025-03-07
D-ID,"Tel Aviv, Non-U.S.",22,2025-03-10,0.25,AI,https://www.calcalistech.com/ctechnews/article/bjrzoinjjg,Series B,48,Israel,2025-03-12
ActiveFence,New York City,22,2025-03-13,0.07,Security,https://www.calcalistech.com/ctechnews/article/hjvqbqg3jx,Series B,100,United States,2025-03-14
Otorio,"Tel Aviv, Non-U.S.",45,2025-03-17,0.56,Security,https://www.calcalistech.com/ctechnews/article/sjz9nob2jl,Acquired,,Israel,2025-03-18
Acxiom,Little Rock,130,2025-03-19,0.03,Marketing,https://adage.com/article/agency-news/acxiom-lays-35-staff-more-130-employees/2606146,Post-IPO,,United States,2025-03-21
Brightcove,Boston,198,2025-03-19,0.33,Marketing,https://www.boston.com/news/business/2025/03/19/boston-based-streaming-company-brightcove-to-lay-off-198-workers/,Acquired,145,United States,2025-03-21
Block,SF Bay Area,931,2025-03-25,0.08,Finance,https://techcrunch.com/2025/03/25/read-the-email-jack-dorsey-sent-when-he-cut-931-of-blocks-staff/,Post-IPO,150,United States,2025-03-26
Northvolt,"Stockholm, Non-U.S.",2800,2025-03-31,0.62,Energy,https://sifted.eu/articles/northvolt-lays-off-half-of-staff-as-bankrupt-battery-maker-seeks-buyer,Unknown,13800,Sweden,2025-04-01
Automattic,SF Bay Area,281,2025-04-02,0.16,Other,https://techcrunch.com/2025/04/02/wordpress-maker-automattic-lays-off-16-of-staff/,Series E,986,United States,2025-04-02
Five9,SF Bay Area,123,2025-04-03,0.04,Support,https://www.marketwatch.com/story/five9-to-cut-4-of-workforce-cd4da325,Post-IPO,862,United States,2025-04-16
Smashing,SF Bay Area,7,2025-04-16,1,Consumer,https://techcrunch.com/2025/04/16/smashing-the-reading-curation-app-by-goodreads-founder-shuts-down/,Seed,3,United States,2025-04-18
